idx,true_label,pred_label,confidence,word_count,text
3905,negative,positive,0.5032,96,film harlem renaissance one author particular contrast modern day story young gay black artist sound vague movie well directed fairly well written part well acted also scene past shot moody black white also one film dealing gay men not shy away sex scene not explicit frontal still mostly hated film 
3910,negative,positive,0.9466,71,know describe movie definitely one weirdest movie seen long time unsettling time also boring place scene dental torture elaborate may attract anyone who's gore splatter found holding teeth aforementioned scene clever thing movie play fear dentist therefore quite unsettling humor film somehow hidden 
3912,positive,negative,0.3107,106,enjoyable movie without doubt evocative era particular stage boy's 'rites passage' say read positive comment bit disappointed period captured plot desperately thin whole thing revolves around egregious bit miscasting history school play idea quack quack would ever chosen play not one three star turn
3919,positive,negative,0.4597,72,christmas movie redemption theme variation similar plot movie wacky unusual plot may need hang first half event may seem hard believe movie not unbelievable real life scott adam creator dilbert say never made anything cartoon based real life story told fan second half start fit plot together enjoyed
3927,negative,positive,0.654,59,war east german referred soviet nazi conflict war annihilation part germany german army soviet union fighting ultimate aim wipe called sub human untermensch russian population colonize mainly empty country german settler read hitler's willing executioner german army presented innocent victim not naz
3929,positive,negative,0.4447,105,might not best movie movie excite think sentinel good political thriller movie seems similar even borrows element political thriller movie line fire manchurian candidate basic plot movie similar movie like plot kill president united state michael douglas star secret service agent pete garrison spear
3933,negative,positive,0.6267,24,intelligent summation cold war era mutually assured destruction policy conclusion gasser russian chinese obliterated face earth saw one annual cwru science fiction marathon january
3956,positive,negative,0.0693,117,existenz combine director david cronenberg's traditional love blood gore exploding head confusing aspect reality twisting david lynch film actually work effectively bother trying give even bare bone plot synopsis cause confusion need know film virtual reality computer game incredibly lifelike become
3958,positive,negative,0.4369,73,picture came second three part series life sheriff buford pusser svenson take role sheriff buford pusser luke askew play role mobster pinky dobson last saw sheriff pusser laying hospital bed wife killed ambushed sunday morning drive pusser recovers go men killed wife pusser able complete revenge mob
3961,negative,positive,0.5163,81,finished watching movie imagine watching vhs scene needed subtitle hear accent sound effect even though scene english visually movie pretty appealing effect obvious insertion prosthetics creature effect bad not perfect photography editing pretty good made lot acting generally bad though much blamed 
3979,positive,negative,0.2623,77,went cinema expecting biggish budget release got art house movie movie projected digitally onto two third screen real estate sloping edge classic digital projection limited stereo soundtrack wasted cinema experience content film old historical content seen heavily sanitized prevent audience sick liv
3996,positive,negative,0.1338,181,see evil first film wwe film yes wwe word wrestling entertainment pro wrestling course wwe film wrestler star wrestler glenn jacob aka kane not really important know kane wwe stood would never know anything wild word wrestling movie nothing wrestling see evil gross horror film moment people may jump
3997,negative,positive,0.5079,245,mabel wheel one movie behind scene story that's interesting movie chaplin's tenth comedy keystone year apprenticeship first two reeler played one last villain role although feature length tillie's punctured romance yet come also marked one last time would work director fact chaplin's conflict direct
3999,negative,positive,0.5066,61,like enjoy film plot convincing actor alien predator requiem probably not way summary alien land typical american town predator land american town bit fight government blow town people get away sorry think might spoilt ending easy criticise someone who's critical people cry bet better bet could made
4008,negative,positive,0.9696,63,movie pleasure watch fan stooge story told point view moe howard relationship brother shemp jerome curly howard also life long friendship larry fine movie deal mostly camera high point pit fall stooge multi decade career casting director makeup artist fair job finding actor resembled famous ensemble
4017,positive,negative,0.0976,66,movie yes diy yes first movie yes aestheically movie definitely bad sound editing lighting acting etc etc problem however movie many positive thing first annoying character dy first second made parody funny rated horror movie comment killer make victim left friend rolling around floor laughing probl
4030,positive,negative,0.4108,73,gypsy possibly greatest musical ever written bad film version disappointment make make not flawless enjoyable well done adaption musical script completely accurate song included staging remains close original jerome robbins' staging bette midler deft choice rose singing personality merman esquire ac
4035,positive,negative,0.492,182,although show air since viewing dvd set borrowed library felt compelled say bit remember color show television sometimes would little sunday night party friend watch nbc one color television really enjoy history not much name date influence today much profound based inconsequential action time case 
4046,positive,negative,0.2215,87,person's comment said pat robertson evil program evil nothing compare evil righteous definition evil opposite evil bible say last day people call good evil evil good even know fulfilled bible prophecy know god refuse know that's okay still love finally bow knee late god sends one hell not even decis
4049,negative,positive,0.5196,71,miscasting happens susannah yorke luminous young jane eyre performance impeccable however edward rochester supposed white haired george scott look behaves like arthritic jane's deceased uncle better shape creak snarl obnoxious grim look like murderer sent sharpened not surprised keep wife caged atti
4071,positive,negative,0.0718,168,echo praise review delightful film feelgood factor achieves without crossing line soppy sentimentality naturally sweet added sugar one small point seems mild objection raised ustinov's character pendelton able walk defeat system security ignore fact pendelton clearly genius savant sort thing yes fil
4086,negative,positive,0.8234,142,hard imagine anyone could find short favorite seen short know humor subjective seen sound short far best stuff imo found one weaker effort year made stan babe made short one feature extremely popular bos hal roach took full advantage keeping working constantly addition time experimentation writer st
4093,negative,positive,0.6404,150,person think entire forensics scene crime community usa must detest almighty slap face rookie cop first crime scene back slow respond time send kid found body local store buy disposable camera time return still senior cop socos assistance lovely jolie new york started raining get work photographing 
4101,negative,positive,0.5747,71,bestselling writer george plimpton alan alda take assignment sport illustrated incognito detroit lion training camp try position third string quarterback quickly found team member featuring alex karras mike lucci entire team find amusing cause stumbling block writer's determination quarterback serie
4104,negative,positive,0.7697,81,went way get film fortunate get vhs big gloria grahame fan excellent addition collection really cannot say lot recommend picture plot predictable weak interesting aspect film watching sterling hayden get deeper trouble department grahame always fun watch like dubbing singing hurt picture lot work di
4117,positive,negative,0.4633,163,love ghost story general particularly love chilly atmospheric elegantly creepy british period style ghost story one qualifies count naive young lawyer solicitor britspeak sent small village near seaside settle elderly deceased woman's estate time many middle class brit seaside vacation health well g
4135,positive,negative,0.3786,154,meester sharky look normal would never get table fancy cocktail restaurant bistro 'and eat grape pate 'ere every day like fur coat fine trimming enormous golden ring gold maybe like blonde 'ow say bombshell qualified aerobics naked petanques decorate long maroon velvety sofa like many soft boiled la
4137,negative,positive,0.9125,117,shintar katsu gained ton fame playing wonderful character zatoichi zatoichi film weird unbelievable concept blind guy greatest swordsman japan spends movie righting wrong exacting retribution evil doer heck nice guy film exciting addictive actually seen every movie saw final installment hanzo razor 
4140,negative,positive,0.555,67,tara reid intellectual christian slater usually great dollar store constantine stephen dorff well stephen dorff christ sake personally want thank brilliant casting director hard work effort guy here idea humble lowly opinion movie going public follows directly previous choice movie brilliant neuro p
4159,positive,negative,0.0306,115,hate reading review say something like 'don't waste time film stink ice reviewer yet may sort charm like 'whistler' series film one watchable like noirish film one watchable film not good opinion earlier series entry starred richard dix protagonist much slower plot trite seen narrative device used m
4161,negative,positive,0.678,370,course disappeared movie neil young concert film 'heart gold many great concert film year best martin scorsese's 'the last waltz' filmed band's last concert filmore west phenomenal concert phenomenal film love rock roll felt born part music could band better guitar someone would show chord chord lyr
4176,negative,positive,0.7142,52,not much say one plot pretty much peg first minute nothing overly wrong film little action action film chance explore character emotion occasionally whether action film right genre still undecided sniper one easiest film watch without giving full attention little twist straightforward plot probably 
4180,positive,negative,0.4349,189,couple year scream spoofed slasher horror genre savvy self conscious young thing knowing every trick book not precarious situation little movie produced russia hit theatre without grandiose pretension movie mute witness starring cast unknown except extremely brief cameo sir alec guiness whose scene 
4183,positive,negative,0.4509,110,fourth full length feature film marc recha third 'les man buides' empty hand promised not cut vein anymore time round plot completely different kind homage ramon barnils sabadell reus catalan journalist visuals trailer stunning gleaming river bathed sunlight promise marc would front camera twin brot
4189,negative,positive,0.6555,45,movie men think woman think love woman describes one night sexual encounter declares love story ten monologue felt three really kind truth ring kept waiting film get better bit never better enough interesting concept kept wanting good never succeeded maybe actually love story would worked
4192,positive,negative,0.3662,67,thought grinch stole christmas pretty good movie horrible nor great enjoyable watch felt jim carrey got little annoying time made grinch seem like special education person needed evil devious yet turned kind retarded think scenery not inside grinch's cave beautiful part laughed time thought annoying
4199,negative,positive,0.8263,81,show began fairly interesting got see crab boat fisherman crab catching season soon however lost focus fishing focused almost entirely drama life fisherman episode became nothing 'the captain like new greenhorn' one happens way often 'someone injured sick' fisherman get word problem home frustrated 
4209,negative,positive,0.9926,67,enjoyable fast paced way earth actor playing mat could eighteen however main thing act eighteen convincingly must credit audition convinced cast quite soon accepted naive young country boy best performance others also engaging particular interplay policeman natural well balanced worked well minute l
4226,negative,positive,0.6925,90,strange people living town life there's licker guy lick everything dumpster diver find body take home live crazy girl doll dressed like guy want cleanse girl wicked way offbeat extreme shot black white movie better color monochrome take edge two step home movie feel like troma movie movie fun fit st
4237,negative,positive,0.9334,76,lady cement veritable course social anthropology late writing not acting center stage say pure camp prepare offended female gay broad dame standard term gay baiting bashing represented day camp wise line tossed although wonderful performance outstanding character actor action scene mundane fun see d
4242,negative,positive,0.8128,44,back first seen high school cool adult look back say yeah right funny moment far dated joke longer stand show younger crowd totally lost like type humor may want stick kentucky fried movie amazon woman moon tunnel vision well groove tube dated today's viewing
4269,positive,negative,0.0892,158,one thing came across watching film fun exciting cast crew could sense going budget constraint enthusiasm dedication apparently liked people involved tend like movie original heart think one work actor seem putting heart usual maybe good direction lead actress director evidently clear enough part st
4276,positive,negative,0.2159,83,track listing spiderbait outta head lash take away lavaland everwonder machine gun fellatio girl dream giving nightmare butterfly growing pain grace good thing katchafire giddy james lick lounge lee international noise conspiracy smash cartman shock living pollyanna rebound girl filler machine sleep
4285,positive,negative,0.0418,343,gatto nel cervello nightmare concert commonly know amongst english speaking audience start horror film director lucio fulci played man lucio fulci go lunch filming gory violent scene however order steak horrible vision relating cannibalism grotesque vision hallucination dream continue begin affect m
4287,positive,negative,0.0931,69,fan going back record liked movie one point mid cable television san jose california aired alternate plot line destroyed entire point movie reference marijuana replaced diamond bag red drop chong diamond instead marijuana conversation still remains worth also subplot clip alien ship added observing 
4292,positive,negative,0.3669,111,gun blasting building exploding car crashing that's first ten minute action packed film involving rogue cia mercenary can't seem die matter many time shot hence title pretty decent tough toothy gary busey usually cast villain kinda flick usual crazy charm bit subdued carrying entire show mean lot te
4305,positive,negative,0.4062,238,constitutes real independent film day age latest fad mainstream hollywood appear rugged cutting edge sorry say general public tends perceive independent film usually nothing clever marketing ploy glad film like hatred minute exist across board film make point contradicting template indie horror film
4307,positive,negative,0.2826,60,one western well stand practically alone unrelieved quality dialog hold long haul said rest pretty bad nevertheless giving eight western consistently good dialog maybe exception wild bunch junior bonner perhaps riddled weakness john drew barrimore glaring however one truly memorable scene nothing li
4314,negative,positive,0.7846,23,not listed colombo opinion not resemble colombo ever made listed movie starring peter falk not playing caracter colombo not justice great lieutenant colombo
4315,negative,positive,0.7907,192,adaptation like heiress based henry james novel heiress starring olivia havilland remains well respected piece work though less true james' original story new remake retains james' original title story awkward yet loving daughter leigh devoted father finney mother dy childbirth arrogant father hold 
4320,negative,positive,0.9373,56,live suburb relatively well financially not really much contact city life england comedy not something mass audience would like character show love piece overall comedy snob bbc sit back laugh pleasure select public comparing bbc comedy like fool horse fawlty tower black adder classic series tends d
4328,negative,positive,0.8784,68,start tear apart movie mark love scarlet pimpernel story one best romantic adventure ever written movie staring jane grey good musical broadway hottest thing thought heard film coming would great since bbc film surprise weak totally stupid story utterly failed capturing gorgeous tale exciting escape
4336,positive,negative,0.3064,113,see eastwood glory top form actor height physical appeal lady depicted hardly typical south young girl boarding school incredibly naive showing sign developing really depraved woman geraldine page full blown corruption hardly represents mean come head mistress girl school either not say occasional b
4344,negative,positive,0.6925,225,watching truth love double entendre star like plugging white noise manufactured water sound help sleep put dvd slot nothing else left store shelf need distraction hectic day work purpose british romantic comedy bit story rather simple one wife alice jennifer love hewitt married increasingly distant 
4357,negative,positive,0.8367,140,peter falk's film period year old film came already film maven time course neither parent nor saw film came love typeface ad aura important film okay year later finally seen film never seen cassavetes directed film previously hack overall zero sense timing editing gena's performance reminds much dus
4372,negative,positive,0.8781,34,movie terribly hard find unique low budget little gore flick doctor seeking perfect companion really humourous low budget feel gore suprisingly good appears budget director claimed master gore far maybe time overall gore chart
4376,positive,negative,0.058,209,hard imagine director capable godawful crap 'notting hill' pulling something sensitive attractive well here's evidence quite compelling several alluded drama yes seventy play today feel time always cut mainly think owing quite superlative acting anne reid fine script shadow box clich without ever ge
4377,positive,negative,0.0408,90,author msgreen canada big problem china syndrome claim reactor error occurred radioactive waste leaked could burn way straight earth china lot people made fun movie maker meant seriously yes made fun spill make anywhere near center earth even molten rock even make center earth would come china would
4383,negative,positive,0.5805,69,first saw film thought going good sasquatch film usually type movie there's generally one sasquatch one like acting good plot liked scene sasquatch killing first victim good camera work expecting gory film little movie way better sasquatch sci channel really need make sasquatch film mean really like
4388,negative,positive,0.7892,107,matt cvetic loyal communist pittsburgh steel mill work recruit worker party even though isolates son family neighbor make even difficult cvetic actually fbi agent posing communist order obtain information party activity party trying create strike mill whereby pro strike movement lead worker wave pro
4394,positive,negative,0.2754,450,well good come argument whether hitchcock master commercial suspense maybe compulsive technician really deep nobody know precisely term like mean legitimate ask best could not three thing one seems peak hardly anything accidental abounds doubt ambiguity wit story engrossing patricia highsmith appare
4417,positive,negative,0.2797,342,fight death penalty cause everyone sane europe would think usa everything different film seems demonstrate first stage justice racist bigot death penalty craving american justice young man freed death row thanks law professor went back defense counseling particular case film sequel justice usa entir
4428,negative,positive,0.7787,63,quite outdated movie aim showcase youth's yearning freedom dehumanizing british school yes like army learn obey asked yes young dream something else break dream sweep away optimism threshold life great basically that's could sum nice intention nice intention arouses cinematographic challenge result 
4457,positive,negative,0.2835,163,there's many thing fall aro tolbukhin mente del asesino inside killer's mind hard talk without giving kind warning let's say movie like exercise cinema really really great done made super black white shot milimeters color interview flashback aro tolbukhin like movie made documental viceversa peculia
4460,negative,positive,0.7449,52,also wonderful beginning real quick start keep yearning waiting come unfortunately high adrenaline dry quickly certainly half movie shame movie really good idea explores many thoroughly also one fault exploring many thing get's mixed many thing end confused follow plot character dark moody help much
4461,positive,negative,0.004,375,comanche moon everything going starter simon wincer's back man who's name synonymous high quality western unfortunately problem moon something even talented director solve poor script based lackluster novel forget historical accuracy reader novel tell biggest travesty moon not even consistent inform
4469,negative,positive,0.5439,120,year ago saw godfather made lasting impression atmosphere movie first class acting memorable storyline classic recently bought trilogy watching part looked eagerly viewing part pleased realize early part fitting follow great godfather movie everything perfect could not wait see godfather iii wrong w
4490,positive,negative,0.4224,161,far know show never repeated television original run late early episode sadly missing presumed wiped series however still exists entirety recently got chance watch best part decade rushing home school freewheeler essential viewing many contemporary back halcyon day flared trouser slade chicory tip w
4494,negative,positive,0.5367,135,ever since eight year old big wrestling fan matter federation watched wwe wcw uswa action watched may birthday ordered edge expecting another pay per view time wrong instead night one best wrestler come canada true human fell death due stunt gone wrong not much change situation happened affter owen 
4499,positive,negative,0.4923,154,feel extremely sad people reviewing film apparent standard high never able enjoy film enjoyment sake perhaps enjoyment derived act picking film apart looking reason dislike long kiss goodnight action film every sense word sure hole plot big enough drive semi none enough stop flow film never big geen
4500,negative,positive,0.6104,286,superficically brigadoon promising entertainment package gene kelly vincente minnelli team behind american paris reunited lot great craftsman woman behind previous collaboration gene's leading lady cyd charisse one best dancer cinema unlike generally superior always fair weather film gave chance not
4502,negative,positive,0.5768,101,movie could not wait see finally got pretty disappointed starter movie little said new york bunch confusing shot building street bridge cafe really stay focused new york magic another thing changed mind french movie set inside movie know remake not french style remake anyway notice element remind fr
4518,positive,negative,0.1662,140,saw film second feature disc containing previously banned video nasty 'blood rites' blood rite entirely awful really expecting much film actually would seem trash director andy milligan outdone time seed sin top blood rite style stand tall adequate slice sick sixty sexploitation plot actually quite 
4525,negative,positive,0.9167,33,typical woman prison movie thought woman sexy outfit great camera focus woman woman always provocative pose camera always scantily dressed loved basic prison breakout movie say film extremely cheesy woman gorgeous butt great
4537,negative,positive,0.7477,214,glandular secretion please ask detail young virgin keep rapidly deteriorating body mind crazed old amateur horticulturalist's wife fresh youthful since like people except taking part medical trial virgin seldom give secretion willingly lorenz bela lugosi arranges abducted preserved extracting great 
4540,negative,positive,0.9602,52,actually lie shrek actually first animated movie bought dvd year ago bug's life also think disneyworld tree saying use logo also shrek motion simulator universal studio still consider movie appeared theater could buy dvd movie cute least little flyes liked agree animaster god job making movie someth
4544,negative,positive,0.6051,184,probably one viewer would not recommend film thought visually stunning like ang lee's work still frame seems worthy print really disappointed film's disjointed pace really long story set civil war era missouri young man roedel join feral force bushwackers sort renegade confederate sympathizer conduc
4558,positive,negative,0.4108,108,first movie seems bad almost fell trance first time saw like bad dream cosmic bore gave second chance another another etc finally got addicted film due dreamlike slow pace wonderful natural set bathed mellow autumn light especially musical score made progressive rock absolute exquisite folk song act
4570,positive,negative,0.0802,37,not successful television project john cleese ever strange case feel first draft rushed production revision could made silly idea throughout even clever one story whole unfortunately add much arthur lowe hoot though watson bionic bit good lord
4581,positive,negative,0.1647,105,opera title terror opera somewhat letdown dario's movie like phenomenon tenebre suspiria still can't find inferno anywhere one movie great first half midway like someone started slowly letting air screenplay logic basic plot involves beautiful opera singer stalked deranged obsessed fan killer begin 
4586,negative,positive,0.9658,60,longtime fan original movie bella martha mostly martha everything make movie great enjoyable watch missing one miss slow pace build character style small gesture dominance light mood move dialog think story enough martha kate secluded mario nick not clown case thing make one scene great original not
4587,positive,negative,0.3715,75,certain genius behind movie laughing throughout scene phone sex office discussing love heals doppelganger nice attempt genius humor execution poor see writer's message talent doppelganger split end like quite expecting let's see movie say certainly ridiculous sweet idea actually coherent story stran
4590,negative,positive,0.5795,168,clearly film made newer generation may may not inkling charles bukowski's work autobiographical henry chinaski character bukowski's story brilliantly portrayed perfection mickey rourke 'barfly' also starring faye dunaway anyone seen 'factotum' certainly see 'barfly' get better look bukowski wrote ch
4618,negative,positive,0.6769,255,flashdance meet meatball iii maybe called meatball friend wesley's time favorite movie largely still thing cheerleader someone said fine fine get older need branch whether want not society demand gimme cinema's greatest cheerleader mary ann played beth miller look like sweet faced alicia silverstone
4621,negative,positive,0.8611,241,much something borrowed grade super bowl sunday one slowest day movie theater every year movie studio tend avoid releasing bigger budgeted film weekend every year studio release counter programming female skewing movie wedding planner compete big game super bowl weekend similarly titled wedding date
4622,negative,positive,0.8187,166,left planet earth populated poor starving rag tag survivor must eat bug insect whatever poison war something nearly wiped human civilization dark time one people earth still able live comfort call knowing big bos great quest prevent secret spore seed released air seems knowing big bos last person ea
4631,negative,positive,0.7698,118,not horror movie one actually love story ring silent film star two boxer woman come love boxer known one round jack love champion come along even though marries one round start overtly flirting champion climactic final boxing fight one round champion come back one round's corner thing look bleakest 
4642,positive,negative,0.4139,66,hint number one read title time mad dog perhaps dog pretty good ensemble piece look cast rent know curious already first time director bishop give chance taking time letting character interact chew scenery wait not enthusiastically return big bos whatever revenge ensues highlight seeing christopher 
4643,negative,positive,0.6635,125,greeting amazing power film viewing delighted first viewing film stop talking flatliners friend week mind impressionable year old back taste film become little conservative since somehow forgot film saw dvd local department store remembering great thought right pluck shelf bring special edition last
4644,negative,positive,0.6911,104,grade movie aired pb series called 'wonderworks distinctly remember sitting couch watching movie tear running face end film jesse main character form unusual friendship girl named leslie due simple careless mistake one pair dy time found story powerful fatal mistake exactly type mistake kid would ma
4646,negative,positive,0.8167,59,although heard film little dry watch whatever scott bakula start film high hope classic cheesy enjoyable scott get girl ending minute end going great plot twist crazy unexpected clever kept finger crossed would work would horrible misunderstanding right credit rolled realised not going happy content
4660,negative,positive,0.9779,61,little quentin seems mastered art cake eating usual pure sadistic display explained clever thought provoking way sending violence back audience's face sure tarantino violence baaad sadism baaad well worth wading make point brilliant juvenile part audience may well not clever enough follow smart refe
4671,negative,positive,0.6114,32,film came recommended good action film really think found story convoluted not easy follow really much action end film pretty dark hard see what's really happening sure hoping something different ala find
4682,negative,positive,0.8566,83,know always fancy disturbing strange movie especially get shown fantasy film festival hamburg germany subconscious cruelty probably worst film saw year comment contain spoiler not understand movie well expect flick introduced festival crowd guy festival know not watch one end like splatter movie als
4709,negative,positive,0.6305,283,let freedom ring probably made best intention sends curious mixed message final product folk western town railroad coming overwhelmed arrival immigrant railroad worker working railroad financed robber baron edward arnold rancher farmer whose land stand railroad's path folk dealt summarily arnold's h
4710,negative,positive,0.6022,167,cinema town prague watching film not due poster found holywood old fashioned heroic style not due high level starring remind high starring french film usually pathetic not many film french mother tongue city like prague love adjani depardieu rappenau's cyrano decided write small comment think really
4714,positive,negative,0.0221,286,brain die considered distasteful several cut passage three year required released today difficult imagine anyone could taken thing seriously even thing lurid lewd also incredibly ludicrous profoundly bumptious sort way story course concern doctor eager experimenter transplanting limb girl friend kil
4721,negative,positive,0.5917,44,least scary film ever seen blob manages eat anyone biggest mystery film blob move slowly zimmerframe could escape blob large slice luck coming across typical horror film woman instead running away stand still half hour eaten havent seen film recommend far funny taken seriously
4723,negative,positive,0.5006,272,film another distortion among many distortion called 'sins consumerism' please note 'reverend billy' actor bill talen nothing bureaucrat 'sins consumerism' might want ask question like 'reverend billy' living make money make living 'tax deductible' organization internal revenue justify 'tax deductib
4735,negative,positive,0.7008,39,young doctor wife suddenly expecting child disturbed two hour memory lapse night conception interesting twist hackneyed story good interesting editing jillian mcwhirter outstanding cast feature arnold vosloo wilford brimley brad dourif brimley brings normalcy outlandish kudos director brian yuzna
4742,positive,negative,0.0262,73,quick glance premise film would seem indicate another dumb inbred backwood slash fest type sex equal death actor annoying stereotype actually want die however jbd delivers considerably rather focus bare flesh gore though little sex however flick focus delivering impending dread mounting tension amid
4757,negative,positive,0.8784,134,depressed creepy teenager many bad thing socially active older lady not like use shade drape window steel assorted thing peep prank call play assorted unpleasant trick oddly keep none secret first not seem care one way bothering later seems begin respect cruel fevered activity illogical item note on
4765,positive,negative,0.1352,237,thought splendid showcase mandy's bodacious bod expect anything else clever plot twist believable character development disappointed consider sport illustrated shoot whose character go around killing people especially threaten come 'mommy' suzanna arquette obviously want play sex kitten leaf daughte
4773,positive,negative,0.004,179,basically endearingly chintzy moronic version nifty early subterranean creature feature favorite boogens entertainingly schlocky cheapie center nasty squirmy wriggling monster make instant meal unfortunate soul foolhardy enough poking around notoriously limit gold spike mine standard issue motley as
4783,positive,negative,0.3468,56,anyone happen know film shot aviation scene cliff beautiful appears england however ivy's apartment building certainly look like brill building fascinating elevator charles mendl listed playing sir charles gage maybe blinked never saw perhaps husband's lawyer recall character film mentioned made pho
4787,negative,positive,0.5346,68,really like kinski great actor seen movie heard autobiographic aspect movie film full symbol like piano sinking river strange shadow picture wall narrator always say abstract sentence like kid sell fortune box empty really disturbing really necessary everyone understands movie movie show kinski's ch
4792,negative,positive,0.5433,184,expect much disappointed want see movie take back sure reason gave movie point deserves reason michael caine people sight culture music brazil movie almost completely carried caine commits seemingly impossible task transforming viable semi believable story even joe bologna valerie harper fall short 
4808,negative,positive,0.6051,130,woke beautiful day sun shining bird singing fancied getting movie something new horror movie perhaps like many reviewer came across described piece poopy gold wrapper front cover great comment back mesmerising 'it scare crop you' chuckle looking back naivety ignorance one many thing scarier movie ac
4814,negative,positive,0.8263,131,show shown true color democrat power never lead world anyone thought intelligence programmed think one way scary thing comedy central moved spin back earlier time democrat took power reason democrat screw often republican stewart longer take pot shot rating spin dropping basically humor either lame 
4816,positive,negative,0.4913,40,evil warlord put town pain suffering not long call upon giant stone samurai daimaijin help daimaijin soon come really get warlord viscious might revenge climax really funny daimajin squash guy foot crush guy fist even drive spike though man's heart
4832,negative,positive,0.8263,65,found documentary entitled fast cheap control fairly interesting documentary documentary contained four mini documentary four interesting men one men extremely involved job showing sheer love enjoyment one's job sad part must say would subject individual worked studied interesting five minute afterw
4834,positive,negative,0.4857,49,sick series young clueless people talking problem time self centered boring absolutely annoying popular dawson's creek beverly hill etc hack breath fresh air great actor david morse completely different plot credible people real problem thank god good history love hope hack long time great televisio
4846,negative,positive,0.5989,77,lauren bacall charles boyer not provide right chemistry film good story axis trying obtain coal use upcoming war unfortunately part story not emphasized instead deal supposedly bungling boyer way bacall british vladimir putin real acting kudos go veteran oscar winner katina paxinou case memorable pi
4848,negative,positive,0.5057,189,tonight's film course film legend suram fortress minute running time managed quickly jump top five difficult film time that's difficult watch film different everything else seeing something totally alien brief synopsis would group georgian trying build fortress defend invader every time put finishin
4853,negative,positive,0.735,68,not know one first released earlier cannon cordoba europen western made spain mean fairly inferior sergio leone's called western spaghetti real american masterpiece john ford sam peckinpah howard hugues john sturges anthony mann order merit order not interpreted john ford western better sam peckipah
4857,negative,positive,0.5756,63,weak film troubled history cut naming work firstly dramaturgy wrong slow moving first hastily unsatisfactorily move end also may cut uneasy moving genre start thriller taken face value degenerate farce rather satire ending may funny also blunt almost felt insulted intelligence little film try everyt
4859,negative,positive,0.5633,69,jason priestly star 'breakfast' psychotic jewelry store thief whose grip reality frighteningly precarious according dvd sleeve accomplice 'panda' bernie coulson duo make carload cash result tip beautiful cashier 'ziggy' laura harris reward hitch ride control duo meet long lost father francis stephen
4873,negative,positive,0.5342,54,found film bit predictable boring really annoyed little cousin hyper day saw film disney channel put told watch loved film bit get like ending get either eddie star video shoot thought jordan's video enjoy noticed mistake end jordan not actually playing guitar never definitely film seriously bored c
4894,negative,positive,0.6653,228,dear reader found study movie whenever michael bay make movie people pan hate yet still see make somewhere around million dollar michael bay one top five director time standing alongside ridley scott spielberg kubrick miyazaki michael bay cemented hollywood's best action adventure director point pro
4914,positive,negative,0.2017,206,previously wrote loved titanic cried ending many time guy also wondered great movie many award applauded many critic given rating imdb com user well looked breakdown user rating vote gave rating gave rating irrational imdb user effect pulled overall rating previous comment blamed unusual voting patt
4955,negative,positive,0.7244,197,cheap pound shop opened thought worth looking see cheap dvd looked good back cover made sound like jeepers creeper type film actually anthology film thought one two story feel familiar still fun light horror comedy plot story one classic young couple feel time try prove financial life picking car gu
4958,negative,positive,0.7696,56,seven pioneer kid strive independently across many mile indian territory harsh weather reach oregon according history young'uns traveled long distance land 'children's crusade' manipulated exploited abused sold slavery kid pretty tough try best prevail accomplishing goal making homestead west film l
4981,negative,positive,0.718,107,storyline film spanning odd hour cover adequate detail happening kargil sector near loc pakistani infiltrator crossed loc entered deep indian territory indian retaliation know story would suggest reader read news item pertaining kargil comment one looking formula story movie one sure absent loc stor
4994,negative,positive,0.5018,151,synopsis kid not accepted college creates college friend party using parent's tuition money wow paean ignorance believe man movie furthermore must understand kid inside need let teaching really stifle innate creativity everyone born someone else pay follow passion teenager live together harmony long
4997,negative,positive,0.8021,64,distinct disadvantage not seen first two movie series although seen lot larry cohen film fan series seem think good film judging pretty boring never get real good look maniac cop's robert z'dar face see pretty grim death scene seem staged eat film not give thrill maybe saw director's cut may impress
5004,positive,negative,0.0932,108,sunny cocktail waitress area bit dim put mildly drive old clunker rent tiny room gay male couple however save life prominent arab taking bullet behind meant official charm national press zany remark sweet look sniffing opportunity presidential aide get installed protocol department government even m
5010,negative,positive,0.6221,51,half past dead unlike steven segal film ever seen little segal action agree last review read nia peeples steal show saw nothing really new old stuff flick changed around little best action scene nia's kicked butt interesting seeing bad guy watching two season walker texas ranger still kicking butt g
5030,positive,negative,0.2462,176,spoiler following picked book evil angel first came knowing nothing case give press austrialian people break quite far began question chamberlain's guilt author obviously intended reader understand public jumped conclusion john bryson told story presented juror picked press arterial spray actelone p
5037,negative,positive,0.5473,188,begotten doubt someone's attempt originality art morbid grotesque form begotten respect realistic make difference abomination record ultimate incoherent horror begin unknown time unknown place right bat plunged psychotic nightmare begotten god seemingly depressed mutilating razor mean really trying 
5055,positive,negative,0.4499,60,alice found greatest movie nobody's ever heard underestimated heard though would sex plot really stupid reality really good say indie movie suck one napoleon dynamite suck asked friend who'd seen said alice three way see nudity three way remember little nudity movie point taught never trust hitchhik
5072,positive,negative,0.442,125,let's start point not movie intended common audience utterly bizarre somehow incomprehensible totally unpredictable keep stoned watching screen trying figure happen next make agree excellent movie back family movie forget motorama material considered cult movie placed category movie win award cannes
5100,positive,negative,0.477,74,tuned movie nothing else watch immediately sucked character robin tunney nothing less spectacular film portrayal mentally ill woman moving believable really sort thing not easy pull fantastically know early film going end tragically cannot take eye character stupid thing unlike hollywood movie peopl
